num,street,type,City,Zip,Page,lat,lng,Address
789.0,Backwood,,Lampe ,65681,6,36.56871092641778,-93.46925115260396,789 Blackwood 
768.0,Cron,Road,Lampe ,65681,6,36.5431586,-93.45475531,768 Cron Rd
242.0,Jones Trading Post,Road,,65681,6,36.547948656139845,-93.43869659468055,242 Jones Trading post Rd
188.0,L Garrison,Drive,Lampe ,65681,6,36.56827665,-93.43324058,188 L. Garrison Dr
188.0,L Garrison,Drive,Lampe ,65681,6,36.56827665,-93.43324058,188 L. Garrison Dr
133.0,Pearl,Lane,Lampe ,65681,6,36.56271512,-93.44168282,133 Pearl Ln
1220.0,Persimmon Hill,Lane,Lampe ,65681,6,36.53246983,-93.51603935,1220 Persimmon Hill
1220.0,Persimmon Hill,Lane,Lampe ,65681,6,36.53246983,-93.51603935,1220 Persimmon Hill
1986.0,Persimmon Hill,Lane,Lampe ,65681,6,36.53103713,-93.52257188,1986 Persimmson Hill Ln
5.0,Quiet Acres,Road,,65681,6,36.53871548582603,-93.48416745796376,5 Quiet Acres Rd
1454.0,Alyeska Point,Road,Lampe ,65681,7,36.58367285,-93.5022045,1454 Alyeska Pl
97.0,Chinook,Lane,Kimberling City,65686,7,36.60258522,-93.46248921,97 ChinooK Ln
4.0,Pine,Lane,Kimberling City,65686,7,36.63621391,-93.43447362,4 Pine Ln
4.0,Pine,Lane,Kimberling City,65686,7,36.63621391,-93.43447362,4 Pine Ln
7.0,Pine,Lane,Kimberling City,65686,7,36.63604445,-93.43438157,7 Pine Ln 
7.0,Pine,Lane,Kimberling City,65686,7,36.63604445,-93.43438157,7 Pine Ln 
1042.0,Pokeberry,Lane,Lampe ,65681,7,36.59089558,-93.41360787,1042 Pokeberry Ln
137.0,Ridgeview,Road,Branson West,65737,7,36.64417385,-93.38671692,137 Ridgeview Rd
399.0,Silverbridge,Lane,Kimberling City,65686,7,36.6146509,-93.41297865,399 Silver bridge Ln
10.0,Skyline,Drive,Kimberling City,65686,7,36.637244,-93.435005,10 Skyline Dr
345.0,Briar Cliff,Road,Lampe ,65681,8,36.57160914,-93.47751822,345 Briar Cliff Rd
19.0,Dapple,Lane,Blue Eye,65611,8,36.53434785,-93.32967529,19 DappleLn
345.0,Labradore,Lane,,65681,8,36.5686596217319,-93.48621461128914,345 Labrador Ln
345.0,Labradore,Lane,,65681,8,36.5686596217319,-93.48621461128914,345 Labrador Ln
355.0,Mayflower,Drive,Lampe ,65681,8,36.6026193,-93.49420517,355 Mayflower Dr
355.0,Mayflower,Drive,Lampe ,65681,8,36.6026193,-93.49420517,355 Mayflower Dr
1661.0,MO H,,Lampe ,65681,8,36.5732983,-93.45964121,1661 State Hwy H
491.0,Trellis,Drive,Lampe ,65681,8,36.53674495,-93.48468925,491 Trellis Dr
724.0,Will,Road,Lampe ,65681,8,36.54037129,-93.43913056,724 Will Rd
724.0,Will,Road,Lampe ,65681,8,36.54037129,-93.43913056,724 Will Rd
418.0,Briar Cliff,Road,Lampe ,65681,9,36.57141376,-93.47735092,418 Briar Cliff Rd
172.0,Indian Cove,Drive,Lampe ,65681,9,36.56656774,-93.47799578,172 Indian Cove Rd
211.0,Indian Cove,Drive,Lampe ,65681,9,36.567687,-93.478501,211 Indian Cove 
211.0,Indian Cove,Drive,Lampe ,65681,9,36.567687,-93.478501,211 Indian Cove 
56.0,Lois,Lane,Lampe ,65681,9,36.56666409,-93.47594705,56 Lois Lane
56.0,Lois,Lane,Lampe ,65681,9,36.56666409,-93.47594705,56 Lois Lane
59.0,Lois,Lane,Lampe ,65681,9,36.56683309,-93.47593344,59 Lois Ln
,PO Box,Lane,Kimberling City,65686,9,36.6303926,-93.4231488,P. O. Box 253
74.0,W View,Drive,Lampe ,65681,9,36.56770332,-93.47626425,74 West View Dr
74.0,W View,Drive,Lampe ,65681,9,36.56770332,-93.47626425,74 West View Dr
418.0,Briar Cliff,Road,Lampe ,65681,10,36.57141376,-93.47735092,418 Briar Cliff Rd
691.0,Briar Cliff,Road,Lampe ,65681,10,36.56894813,-93.47526353,691 Briar Cliff Rd
774.0,Briar Cliff,Road,Lampe ,65681,10,36.566987,-93.475307,774 Briar Cliff Rd
302.0,Briarwood,Drive,Lampe ,65681,10,36.568529,-93.47805,302 Briarwood Dr
302.0,Briarwood,Drive,Lampe ,65681,10,36.568529,-93.47805,302 Briarwood Dr
97.0,Indian Cove,Drive,Lampe ,65681,10,36.56649446,-93.47724052,97 Indian Cove Ln
97.0,Indian Cove,Drive,Lampe ,65681,10,36.56649446,-93.47724052,97 Indian Cove Ln
190.0,Indian Cove,Drive,Lampe ,65681,10,36.56664552,-93.47812973,190 Indian Cove
190.0,Indian Cove,Drive,Lampe ,65681,10,36.56664552,-93.47812973,190 Indian Cove
,PO Box,Lane,Kimberling City,65686,10,36.6303926,-93.4231488,P O Box 495
940.0,Alyeska Point,Road,Lampe ,65681,11,36.58048741,-93.49492364,940 Alyeska Pt 
940.0,Alyeska Point,Road,Lampe ,65681,11,36.58048741,-93.49492364,940 Alyeska Pt 
60.0,Jan,Lane,,65681,11,36.57205977016696,-93.44677582980262,126 Owen Trail
231.0,Jan,Lane,Lampe ,65681,11,36.57346979,-93.44468993,231 Kingsgate 
231.0,Jan,Lane,Lampe ,65681,11,36.57346979,-93.44468993,231 Kingsgate 
1116.0,Jan,Lane,Lampe ,65681,11,36.583318,-93.444205,1116 Kingsgate 
1116.0,Jan,Lane,Lampe ,65681,11,36.583318,-93.444205,1116 Kingsgate 
1500.0,Jan,Lane,Lampe ,65681,11,36.582316,-93.442447,1500 Kingsgate
1500.0,Jan,Lane,Lampe ,65681,11,36.582316,-93.442447,1500 Kingsgate
247.0,Rollin Acres,Road,Reeds Spring,65737,11,36.66885157,-93.39745998,247 Rollin Acres
273.0,Jan,Lane,Lampe ,65681,12,36.57365037,-93.44431996,273 Kingsgate 
481.0,Jan,Lane,Lampe ,65681,12,36.57816539,-93.44025813,481 Kingsgate
481.0,Jan,Lane,Lampe ,65681,12,36.57816539,-93.44025813,481 Kingsgate
742.0,Jan,Lane,Lampe ,65681,12,36.57730328,-93.44033569,742 Kingsgate
742.0,Jan,Lane,Lampe ,65681,12,36.57730328,-93.44033569,742 Kingsgate
1245.0,Jan,Lane,Lampe ,65681,12,36.583318,-93.444205,1245 Kingsgate
1245.0,Jan,Lane,Lampe ,65681,12,36.583318,-93.444205,1245 Kingsgate
458.0,Navajo,Trail,Kimberling City,65686,12,36.6205272,-93.43450681,458 Navajo Trail
458.0,Navajo,Trail,Kimberling City,65686,12,36.6205272,-93.43450681,458 Navajo Trail
410.0,76-60 b,,Branson,65616,13,36.6555122,-93.3420415,410 John the Diver Trl
220.0,Cabana,Court,,65737,13,36.684262,-93.313559,220 Canana Dr
90.0,Irish Hills,Boulevard,Kimberling City,65686,13,36.65111213,-93.44759173,90 Irish Hill Blvd
22485.0,Main,Street,,65737,13,36.7357524273743,-93.38362169553073,22485 Main
111.0,MO H,,Lampe ,65681,13,36.5643982,-93.43930246,111 State Hwy H
111.0,MO H,,Lampe ,65681,13,36.5643982,-93.43930246,111 State Hwy H
320.0,Raspberry,Road,Reeds Spring,65737,13,36.77869051,-93.36533197,320 Raspberry
820.0,Tablerock,Circle,Branson,65616,13,36.62211514,-93.34296473,820 Tablerock Cir
105.0,turtledove,Lane,,65681,13,36.596065061767746,-93.50293999103984,105 Turtle Dove Ln
152.0,Point Sixteen,Lane,Lampe ,65681,14,36.5970442,-93.50413471,152 Point 16 Lane
41.0,Southwood,Circle,Lampe ,65681,14,36.597575,-93.4982,41 Southwood Cir
41.0,Southwood,Circle,Lampe ,65681,14,36.597575,-93.4982,41 Southwood Cir
141.0,Southwood,Circle,Lampe ,65681,14,36.59899096,-93.49841044,141 Southwood Cir
263.0,Southwood,Circle,Lampe ,65681,14,36.59803857,-93.49734603,263 Southwood Cir
298.0,Southwood,Circle,Lampe ,65681,14,36.5985105,-93.49722235,298 Southwood Cir
142.0,turtledove,Lane,,65681,14,36.596421936508335,-93.50368955638183,142 Turtle Dove Ln
142.0,turtledove,Lane,,65681,14,36.596421936508335,-93.50368955638183,142 Turtle Dove Ln
157.0,turtledove,Lane,,65681,14,36.59656599012835,-93.50356266211256,157 Turtle Dove Ln
157.0,turtledove,Lane,,65681,14,36.59656599012835,-93.50356266211256,157 Turtle Dove Ln
455.0,Backwood,,Lampe ,65681,15,36.573554,-93.470758,455 Backwood 
13.0,Lakeshore,Drive,Kimberling City,65686,15,36.644864,-93.421919,13 A Lakeshore Dr
317.0,MO H,,Lampe ,65681,15,36.565784,-93.443375,317 State Hwy H
649.0,Norwood,Road,Lampe ,65681,15,36.59717185,-93.49975785,649 Norwood Rd
1055.0,Norwood,Road,Lampe ,65681,15,36.59466896,-93.50277894,1055 Norwood Rd
1055.0,Norwood,Road,Lampe ,65681,15,36.59466896,-93.50277894,1055 Norwood Rd
,PO Box,Lane,Kimberling City,65686,15,36.63044,-93.42259,P. O. Box 841
240.0,Point Sixteen,Lane,Lampe ,65681,15,36.59760562,-93.5053137,240 Point Sixteen
244.0,Point Sixteen,Lane,Lampe ,65681,15,36.59763781,-93.50529274,244 Point Sixteen
378.0,Shiloh,Lane,Kimberling City,65686,15,36.62751546,-93.44269867,378 Shiloh Ln
345.0,Briar Cliff,Road,Lampe ,65681,16,36.57160914,-93.47751822,345 Briar Cliff Rd
1027.0,MO H,,Lampe ,65681,16,36.57173317,-93.45117389,1027 State Hwy H
1027.0,MO H,,Lampe ,65681,16,36.57173317,-93.45117389,1027 State Hwy H
2456.0,Nauvoo,Road,Lampe ,65681,16,36.53745597,-93.51132971,2456 Nauvoo Rd
1228.0,Persimmon Hill,Lane,Lampe ,65681,16,36.53255417,-93.51604268,1228 Persimmon Ln
1228.0,Persimmon Hill,Lane,Lampe ,65681,16,36.53255417,-93.51604268,1228 Persimmon Ln
238.0,Pokeberry,Lane,Lampe ,65681,16,36.58595732,-93.42287464,238 Pokeberry
238.0,Pokeberry,Lane,Lampe ,65681,16,36.58595732,-93.42287464,238 Pokeberry
1829.0,Pokeberry,Lane,Lampe ,65681,16,36.60107352,-93.41179621,1829 Pokeberry Ln
400.0,Will,Road,Lampe ,65681,16,36.540638,-93.434434,160 Old Horseshoe Ridge 
179.0,Cactus,Lane,Branson West,65737,17,36.66937187,-93.40232219,179 Cactus Lane
1200.0,Everest,Road,Galena,65656,17,36.684484,-93.484053,1200 Everest Rd
284.0,Martin Hollow,Road,Galena,65656,17,36.7679297,-93.47991814,284 Martin Hollow Rd
3639.0,MO 248,,Galena,65656,17,36.81940254,-93.52029018,3639 W State Hwy 
34134.0,MO 413,,Galena,65656,17,36.83387488,-93.52161108,34134 State Hwy 413
34134.0,MO 413,,Galena,65656,17,36.83387488,-93.52161108,34134 State Hwy 413
12730.0,MO 76,,Cape Fair,65624,17,36.73237976,-93.57193409,12730 W. State Hwy 76
307.0,Olive,Street,Crane,65633,17,36.90455127,-93.56879806,307 Olive St
134.0,State Highway KK,,Galena,65656,17,36.82397271,-93.38491916,134 St Hwy KK
704.0,Tablerock,Circle,Branson,65616,17,36.6211662,-93.34447189,704 Tablerock Cir
550.0,August,Drive,Crane,65633,18,36.859817,-93.571473,550 Kid Run Rd
501.0,Jan,Lane,Lampe ,65681,18,36.57847403,-93.44033689,501 Kingsgate 
41269.0,MO 413,,Galena,65656,18,36.8088763,-93.4631292,41269HWY 413
220.0,MO AA,,Galena,65656,18,36.82327038,-93.4955863,220 State Hwy AA
401.0,North Hemphill,Avenue,Crane,65633,18,36.907588,-93.573769,401 N Hemphill 
79.0,Ollie Farm,Lane,Lampe ,65681,18,36.58145725,-93.50076178,79 Oljie Farm Ln
3636.0,Railey Creek,Road,Galena,65656,18,36.789077,-93.405993,3636 Railey Creek Rd
1331.0,Wheeler Branch,Road,Crane,65633,18,36.86155078,-93.51885213,1331 Wheeler Branch
30.0,Whitetail,Road,Lampe ,65681,18,36.51838959,-93.49151894,30 Whitetail Rd
540.0,Yocum Pond,Road,Galena,65656,18,36.74411764,-93.39907787,540 Yocum Pd Rd
1338.0,Blackberry,Lane,Crane,65633,19,36.90745615,-93.55299263,1338 Blackberry Ln
368.0,Blunk,Road,Galena,65656,19,36.80062134,-93.48069841,368 Blunk Rd
1361.0,Boston Mountain,Road,Crane,65633,19,36.90102817,-93.51055388,1361 Boston Mtn Rd
1284.0,Burr Oak,Drive,Crane,65633,19,36.8677088,-93.562924,1284 Burr Oak Dr
56.0,Meltons Peninsula,Road,Cape Fair,65624,19,36.72517376,-93.52298955,56 Meltons Pen 
708.0,MO BB,,Crane,65633,19,36.90368493,-93.56390145,708 State Hwy BB
103.0,North Hemphill,Avenue,Crane,65633,19,36.90505876,-93.57548827,103 N Hemphill
805.0,Ozark,Road,Crane,65633,19,36.92531266,-93.5241665,805 Ozark Rd
721.0,Paris,Street,Clever,65631,19,36.98602827,-93.44281805,721 Paris St
3344.0,Railey Creek,Road,Galena,65656,19,36.79441304,-93.41188337,3344 Railey Creek Rd
274.0,Micahs,Crossing,Reeds Spring,65737,20,36.731643,-93.387875,274 Micahs Crossing
274.0,Micahs,Crossing,Reeds Spring,65737,20,36.731643,-93.387875,274 Micahs Crossing
300.0,Micahs,Crossing,Reeds Spring,65737,20,36.73164913,-93.38810268,300 Micahs Crossing
300.0,Micahs,Crossing,Reeds Spring,65737,20,36.73164913,-93.38810268,300 Micahs Crossing
300.0,Micahs,Crossing,Reeds Spring,65737,20,36.73164913,-93.38810268,300 Micahs Crossing
349.0,Micahs,Crossing,Reeds Spring,65737,20,36.73133868,-93.38864161,349 Micahs Crossing
349.0,Micahs,Crossing,Reeds Spring,65737,20,36.73133868,-93.38864161,349 Micahs Crossing
363.0,Micahs,Crossing,Reeds Spring,65737,20,36.73118213,-93.38864141,363 Micahs Crossing
363.0,Micahs,Crossing,Reeds Spring,65737,20,36.73118213,-93.38864141,363 Micahs Crossing
374.0,Micahs,Crossing,Reeds Spring,65737,20,36.73127837,-93.38840813,374 Micahs Crossing
57.0,Eagle,Drive,Reeds Spring,65737,21,36.66211314,-93.45321465,57 Eagle Dr
109.0,Fritts,Way,Reeds Spring,65737,21,36.7120831,-93.37675695,109 Fritts Way
331.0,Hunters,Drive,Reeds Spring,65737,21,36.75475763,-93.43248466,331 Hunters Dr
174.0,Lakeview,Lane,Galena,65656,21,36.78515833,-93.5025433,174 Lakeview  Ln
183.0,Leighs,Way,Reeds Spring,65737,21,36.731848,-93.387814,183 Leigns Way
287.0,Micahs,Crossing,Reeds Spring,65737,21,36.73182573,-93.38833703,287 Micahs Crossing
287.0,Micahs,Crossing,Reeds Spring,65737,21,36.73182573,-93.38833703,287 Micahs Crossing
19660.0,MO 413,,Reeds Spring,65737,21,36.71395749,-93.37425867,19660 State Hwy 413
30.0,Tightwad Estates,Lane,,65686,21,36.61033175602862,-93.45675901528354,97 Ramonaln
60.0,Chad,Road,Galena,65656,22,36.65313704,-93.51348517,60 Chad Rd
32.0,Hillcrest,Drive,Kimberling City,65686,22,36.64566941,-93.43113596,32 Hill Crest Dr
333.0,Micahs,Crossing,Reeds Spring,65737,22,36.73151759,-93.38864184,333 Micahs Crossing
382.0,Micahs,Crossing,Reeds Spring,65737,22,36.73120829,-93.38840858,382 Micahs Crossing
382.0,Micahs,Crossing,Reeds Spring,65737,22,36.73120829,-93.38840858,382 Micahs Crossing
253.0,Plateau,Lane,Kimberling City,65686,22,36.62881676,-93.45366825,253 Plateau
6.0,Chevy,Lane,Lampe ,65681,23,36.56654003,-93.44325161,6 Chev Ln
27.0,Jan,Lane,Lampe ,65681,23,36.57129575,-93.44712043,27 Kingsgate Rd
64.0,L Garrison,Drive,Lampe ,65681,23,36.56804238,-93.4329189,64 L. Garrison
2745.0,MO 13,,Lampe ,65681,23,36.51970522,-93.41953625,2745 State Hey 13
5769.0,MO 13,,Lampe ,65681,23,36.55310409,-93.43680094,5769 State Hwy 13 
5769.0,MO 13,,Lampe ,65681,23,36.55310409,-93.43680094,5769 State Hwy 13 
428.0,Persimmon Hill,Lane,Lampe ,65681,23,36.53182101,-93.50231271,428 Persimmon Hill 
604.0,Quiet Acres,Road,,65681,23,36.54304988720126,-93.479785122663,604 Quiet Acres
200.0,Timeline,Road,Lampe ,65681,23,36.56775,-93.483194,200 Timeline Rd
324.0,Wild Praire,Lane,Lampe ,65681,23,36.55935158,-93.44325498,324 Wild Poouvie
959.0,Cron,Road,Lampe ,65681,24,36.54388833,-93.45716933,959 Cron Rd
829.0,Doc Miller,Road,Blue Eye,65611,24,36.502346,-93.418544,829 Doc Miller Rd
150.0,Grace Chapel,Road,Blue Eye,65611,24,36.51663183,-93.38383954,150 Grace Chaple
61.0,Lake Hills,Point,Lampe ,65681,24,36.54730609,-93.42923117,61 Lake Hill Point
1579.0,Lake Hills,Point,Lampe ,65681,24,36.56233751,-93.41249261,1579 Lake Hills Point 
1364.0,MO 13,,Blue Eye,65611,24,36.51230236,-93.39916621,1364 State Hwy 13
1429.0,MO 13,,Blue Eye,65611,24,36.51235486,-93.40293286,1429 State Hwy 13
1438.0,MO 13,,Blue Eye,65611,24,36.51251796,-93.40281553,1438 State Hwy 13
1742.0,MO 13,,Blue Eye,65611,24,36.51259209,-93.40782478,1742 State Hwy 13
5226.0,MO 86,,Blue Eye,65611,24,36.53070776,-93.32044251,5226 W State Hwy 86
155.0,Clearview,Drive,Blue Eye,65611,25,36.53257961,-93.37563342,155 Clearview Dr 1
35.0,Divine,Way,Blue Eye,65611,25,36.53602009,-93.37149926,35 Divine way 
180.0,Grace Chapel,Road,Blue Eye,65611,25,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,25,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,25,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,25,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,25,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,25,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,25,36.5179394,-93.3842518,180 Grace Chaple 
53.0,Spring,Road,Blue Eye,65611,25,36.57353862,-93.49586993,53 Spring Rd
49.0,Fellowship,Lane,Blue Eye,65611,26,36.52053885,-93.37706908,49 Fellowship 
95.0,Fellowship,Lane,Blue Eye,65611,26,36.52127405,-93.37727156,95 Fellowship Rd
141.0,Fellowship,Lane,Blue Eye,65611,26,36.5210055,-93.3774166,141 Fellowship 
180.0,Grace Chapel,Road,Blue Eye,65611,26,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,26,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,26,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,26,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,26,36.5179394,-93.3842518,180 Grace Chaple 
1114.0,MO 13,,Blue Eye,65611,26,36.51130048,-93.39550119,1114 State Hwy 13
188.0,Youngblood,Drive,Blue Eye,65611,26,36.5391331,-93.36058388,188 Youngblood Dr
205.0,Glen Oaks,Drive,Blue Eye,65611,27,36.53636676,-93.32687531,205 Glen Oaks 
104.0,Huskey,Drive,Blue Eye,65611,27,36.502585,-93.39825727,104 Huskey
74.0,Lake Hills,Point,Lampe ,65681,27,36.557869,-93.418285,74 Lake Hills Pt Lane
74.0,Lake Hills,Point,Lampe ,65681,27,36.557869,-93.418285,74 Lake Hills Pt Lane
10532.0,State Highway 86,,Blue Eye,65611,27,36.53055974976398,-93.39378291135884,10532 E State Hwy 86
753.0,Schodack,Road,Lampe ,65681,28,36.572405,-93.4967131,753 Schodack Rd
146.0,Hodges,Lane,,65737,29,36.666006665675525,-93.41869234581075,146 Shadow Valley Dr
146.0,Hodges,Lane,,65737,29,36.666006665675525,-93.41869234581075,146 Shadow Valley Dr
1611.0,Lane Branch,Road,Crane,65633,29,36.9216454,-93.48030432,1611 Lane branch Rd
263.0,Mayden,Lane,,65616,29,36.653886,-93.2190606,263 Mayden Ln
35.0,North Caps Cove,Lane,Branson,65616,29,36.62402826,-93.34863941,35 N Caps Cove 
8.0,Pine,Lane,Kimberling City,65686,29,36.63615173,-93.43454487,8 Pine Lane
80.0,Spinnaker,Lane,Kimberling City,65686,29,36.64175437,-93.4127625,80 Spinnaken
934.0,Tablerock,Circle,Branson,65616,29,36.62323614,-93.3416189,934 Tablerock Cir
496.0,Tunnel,Drive,Reeds Spring,65737,29,36.71765274,-93.36723831,496 Tunnel Dr
24.0,Village,Trail,Branson ,65616,29,36.63524342,-93.34286332,24 Village Trail #1709
49.0,Fellowship,Lane,Blue Eye,65611,30,36.52053885,-93.37706908,49 Zion Rd
180.0,Grace Chapel,Road,Blue Eye,65611,30,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,30,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,30,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,30,36.5179394,-93.3842518,180 Grace Chaple 
180.0,Grace Chapel,Road,Blue Eye,65611,30,36.5179394,-93.3842518,180 Grace Chaple 
1091.0,Peace in the Valley,Road,Blue Eye,65611,30,36.5237559,-93.3776603,1091 Peace In Valley Rd
1091.0,Peace in the Valley,Road,Blue Eye,65611,30,36.5237559,-93.3776603,1091 Peace In Valley Rd
307.0,Prayer Garden,Lane,Lampe ,65681,30,36.54592766,-93.4749697,307 Prayer Garden 
186.0,Rejoice,Lane,Blue Eye,65611,30,36.51601528,-93.38207583,186 Rejoice 
393.0,Alyeska Point,Road,Lampe ,65681,31,36.58072931,-93.48657978,393 Alyeska 
1191.0,Broken Arrow,Road,Lampe ,65681,31,36.56022855,-93.46287531,1191 Broken Arrow 
327.0,Fairwood,Road,Lampe ,65681,31,36.56970936,-93.48571318,327 Fairwood Rd
648.0,Labradore,Lane,,65681,31,36.5664997155001,-93.48408908678012,648 Labrador
5313.0,MO 13,,Lampe ,65681,31,36.54759717,-93.43181566,5313 State Hwy 13
6463.0,MO 13,,Lampe ,65681,31,36.5626635,-93.4390588,6463 State Hwy 13
6619.0,MO 13,,Lampe ,65681,31,36.5645281,-93.4375294,6619 State Hwy 13
200.0,Timeline,Road,Lampe ,65681,31,36.56775,-93.483194,200 Timeline Rd
200.0,Timeline,Road,Lampe ,65681,31,36.56775,-93.483194,200 Timeline Rd
465.0,Uniqueville,Lane,Lampe ,65681,31,36.59275362,-93.49708207,465 Uniqueville
76.0,Bradford Place,,Branson,65616,32,36.63632338,-93.32751908,76 Bradford Place #6 
780.0,Cron,Road,Lampe ,65681,32,36.543427,-93.455032,780 Cron Rd
780.0,Cron,Road,Lampe ,65681,32,36.543427,-93.455032,780 Cron Rd
